"time","single - client_0/train_loss","single - client_0/train_loss__MIN","single - client_0/train_loss__MAX","single - _step","single - _step__MIN","single - _step__MAX"
"58922","2.520258903503418","2.520258903503418","2.520258903503418","21564","21564","21564"
"58944","2.839073657989502","2.839073657989502","2.839073657989502","21572","21572","21572"
"58947","2.7141785621643066","2.7141785621643066","2.7141785621643066","21573","21573","21573"
"58968","2.903499126434326","2.903499126434326","2.903499126434326","21581","21581","21581"
"58974","2.6135311126708984","2.6135311126708984","2.6135311126708984","21583","21583","21583"
"58977","1.785376787185669","1.785376787185669","1.785376787185669","21584","21584","21584"
"58982","2.515545129776001","2.515545129776001","2.515545129776001","21586","21586","21586"
"58985","3.144681930541992","3.144681930541992","3.144681930541992","21587","21587","21587"
"58990","2.784904956817627","2.784904956817627","2.784904956817627","21589","21589","21589"
"58998","2.794351577758789","2.794351577758789","2.794351577758789","21592","21592","21592"
"59001","2.7481746673583984","2.7481746673583984","2.7481746673583984","21593","21593","21593"
"59009","2.9526538848876953","2.9526538848876953","2.9526538848876953","21596","21596","21596"
"59012","2.6951143741607666","2.6951143741607666","2.6951143741607666","21597","21597","21597"
"59026","2.6267826557159424","2.6267826557159424","2.6267826557159424","21602","21602","21602"
"59028","2.657801389694214","2.657801389694214","2.657801389694214","21603","21603","21603"
"59031","2.7961812019348145","2.7961812019348145","2.7961812019348145","21604","21604","21604"
"59050","2.6785755157470703","2.6785755157470703","2.6785755157470703","21611","21611","21611"
"59056","3.4135587215423584","3.4135587215423584","3.4135587215423584","21613","21613","21613"
"59075","2.718474864959717","2.718474864959717","2.718474864959717","21620","21620","21620"
"59078","2.668865919113159","2.668865919113159","2.668865919113159","21621","21621","21621"
"59080","2.521571159362793","2.521571159362793","2.521571159362793","21622","21622","21622"
"59086","2.0770092010498047","2.0770092010498047","2.0770092010498047","21624","21624","21624"
"59094","2.638843536376953","2.638843536376953","2.638843536376953","21627","21627","21627"
"59099","2.792618751525879","2.792618751525879","2.792618751525879","21629","21629","21629"
"59102","2.678917407989502","2.678917407989502","2.678917407989502","21630","21630","21630"
"59108","2.9214305877685547","2.9214305877685547","2.9214305877685547","21632","21632","21632"
"59119","2.747612237930298","2.747612237930298","2.747612237930298","21636","21636","21636"
"59121","2.7269718647003174","2.7269718647003174","2.7269718647003174","21637","21637","21637"
"59124","2.7316150665283203","2.7316150665283203","2.7316150665283203","21638","21638","21638"
"59127","2.827202320098877","2.827202320098877","2.827202320098877","21639","21639","21639"
"59129","2.692183017730713","2.692183017730713","2.692183017730713","21640","21640","21640"
"59135","2.428185224533081","2.428185224533081","2.428185224533081","21642","21642","21642"
"59157","2.5512349605560303","2.5512349605560303","2.5512349605560303","21650","21650","21650"
"59173","2.8347442150115967","2.8347442150115967","2.8347442150115967","21656","21656","21656"
"59176","2.8957271575927734","2.8957271575927734","2.8957271575927734","21657","21657","21657"
"59181","2.758291244506836","2.758291244506836","2.758291244506836","21659","21659","21659"
"59189","2.851545810699463","2.851545810699463","2.851545810699463","21662","21662","21662"
"59192","2.7019901275634766","2.7019901275634766","2.7019901275634766","21663","21663","21663"
"59198","2.8179855346679688","2.8179855346679688","2.8179855346679688","21665","21665","21665"
"59200","2.51678729057312","2.51678729057312","2.51678729057312","21666","21666","21666"
"59209","2.6322031021118164","2.6322031021118164","2.6322031021118164","21669","21669","21669"
"59211","2.9014244079589844","2.9014244079589844","2.9014244079589844","21670","21670","21670"
"59214","2.6816303730010986","2.6816303730010986","2.6816303730010986","21671","21671","21671"
"59219","2.6817359924316406","2.6817359924316406","2.6817359924316406","21673","21673","21673"
"59225","2.672881603240967","2.672881603240967","2.672881603240967","21675","21675","21675"
"59228","2.7427501678466797","2.7427501678466797","2.7427501678466797","21676","21676","21676"
"59230","3.0102615356445312","3.0102615356445312","3.0102615356445312","21677","21677","21677"
"59239","2.759902000427246","2.759902000427246","2.759902000427246","21680","21680","21680"
"59241","2.6302103996276855","2.6302103996276855","2.6302103996276855","21681","21681","21681"
"59247","2.59049654006958","2.59049654006958","2.59049654006958","21683","21683","21683"
"59263","2.8007540702819824","2.8007540702819824","2.8007540702819824","21689","21689","21689"
"59271","2.666192054748535","2.666192054748535","2.666192054748535","21692","21692","21692"
"59277","2.746088743209839","2.746088743209839","2.746088743209839","21694","21694","21694"
"59279","2.6860086917877197","2.6860086917877197","2.6860086917877197","21695","21695","21695"
"59282","2.698837995529175","2.698837995529175","2.698837995529175","21696","21696","21696"
"59285","2.6859512329101562","2.6859512329101562","2.6859512329101562","21697","21697","21697"
"59299","2.634483575820923","2.634483575820923","2.634483575820923","21702","21702","21702"
"59309","3.6205387115478516","3.6205387115478516","3.6205387115478516","21706","21706","21706"
"59312","2.294276714324951","2.294276714324951","2.294276714324951","21707","21707","21707"
"59323","2.887725591659546","2.887725591659546","2.887725591659546","21711","21711","21711"
"59326","2.6065831184387207","2.6065831184387207","2.6065831184387207","21712","21712","21712"
"59329","2.6703343391418457","2.6703343391418457","2.6703343391418457","21713","21713","21713"
"59334","2.5457706451416016","2.5457706451416016","2.5457706451416016","21715","21715","21715"
"59342","2.6689648628234863","2.6689648628234863","2.6689648628234863","21718","21718","21718"
"59348","2.6965172290802","2.6965172290802","2.6965172290802","21720","21720","21720"
"59353","2.711531400680542","2.711531400680542","2.711531400680542","21722","21722","21722"
"59361","2.909822940826416","2.909822940826416","2.909822940826416","21725","21725","21725"
"59369","2.7278852462768555","2.7278852462768555","2.7278852462768555","21728","21728","21728"
"59372","2.70529842376709","2.70529842376709","2.70529842376709","21729","21729","21729"
"59380","2.516221046447754","2.516221046447754","2.516221046447754","21732","21732","21732"
"59391","2.761181592941284","2.761181592941284","2.761181592941284","21736","21736","21736"
"59394","2.7378954887390137","2.7378954887390137","2.7378954887390137","21737","21737","21737"
"59399","2.7716217041015625","2.7716217041015625","2.7716217041015625","21739","21739","21739"
"59410","2.6343259811401367","2.6343259811401367","2.6343259811401367","21743","21743","21743"
"59413","2.612229824066162","2.612229824066162","2.612229824066162","21744","21744","21744"
"59419","2.702937602996826","2.702937602996826","2.702937602996826","21746","21746","21746"
"59421","2.8422577381134033","2.8422577381134033","2.8422577381134033","21747","21747","21747"
"59424","2.703996419906616","2.703996419906616","2.703996419906616","21748","21748","21748"
"59435","2.802995204925537","2.802995204925537","2.802995204925537","21752","21752","21752"
"59446","2.5407803058624268","2.5407803058624268","2.5407803058624268","21756","21756","21756"
"59451","2.8819265365600586","2.8819265365600586","2.8819265365600586","21758","21758","21758"
"59459","2.7332513332366943","2.7332513332366943","2.7332513332366943","21761","21761","21761"
"59468","2.797433614730835","2.797433614730835","2.797433614730835","21764","21764","21764"
"59481","2.81913161277771","2.81913161277771","2.81913161277771","21769","21769","21769"
"59492","2.9658772945404053","2.9658772945404053","2.9658772945404053","21773","21773","21773"
"59503","2.611670970916748","2.611670970916748","2.611670970916748","21777","21777","21777"
"59511","2.751967668533325","2.751967668533325","2.751967668533325","21780","21780","21780"
"59517","2.4645137786865234","2.4645137786865234","2.4645137786865234","21782","21782","21782"
"59520","2.3623692989349365","2.3623692989349365","2.3623692989349365","21783","21783","21783"
"59522","2.462639331817627","2.462639331817627","2.462639331817627","21784","21784","21784"
"59525","2.899946689605713","2.899946689605713","2.899946689605713","21785","21785","21785"
"59528","2.589510202407837","2.589510202407837","2.589510202407837","21786","21786","21786"
"59530","2.610844135284424","2.610844135284424","2.610844135284424","21787","21787","21787"
"59536","2.7836408615112305","2.7836408615112305","2.7836408615112305","21789","21789","21789"
"59539","2.491368532180786","2.491368532180786","2.491368532180786","21790","21790","21790"
"59544","2.7191314697265625","2.7191314697265625","2.7191314697265625","21792","21792","21792"
"59560","2.7278614044189453","2.7278614044189453","2.7278614044189453","21798","21798","21798"
"59566","2.759737014770508","2.759737014770508","2.759737014770508","21800","21800","21800"
"59580","2.7330970764160156","2.7330970764160156","2.7330970764160156","21805","21805","21805"
"59588","2.8238108158111572","2.8238108158111572","2.8238108158111572","21808","21808","21808"
"59596","2.791856288909912","2.791856288909912","2.791856288909912","21811","21811","21811"
"59604","2.407564163208008","2.407564163208008","2.407564163208008","21814","21814","21814"
"59607","2.7253055572509766","2.7253055572509766","2.7253055572509766","21815","21815","21815"
"59618","3.0063982009887695","3.0063982009887695","3.0063982009887695","21819","21819","21819"
"59626","2.8622117042541504","2.8622117042541504","2.8622117042541504","21822","21822","21822"
"59631","2.740878105163574","2.740878105163574","2.740878105163574","21824","21824","21824"
"59634","2.802018880844116","2.802018880844116","2.802018880844116","21825","21825","21825"
"59642","2.7132067680358887","2.7132067680358887","2.7132067680358887","21828","21828","21828"
"59648","2.531891107559204","2.531891107559204","2.531891107559204","21830","21830","21830"
"59650","2.6787643432617188","2.6787643432617188","2.6787643432617188","21831","21831","21831"
"59653","2.8166420459747314","2.8166420459747314","2.8166420459747314","21832","21832","21832"
"59661","2.7737040519714355","2.7737040519714355","2.7737040519714355","21835","21835","21835"
"59670","2.73097825050354","2.73097825050354","2.73097825050354","21838","21838","21838"
"59672","2.6352949142456055","2.6352949142456055","2.6352949142456055","21839","21839","21839"
"59675","2.8392505645751953","2.8392505645751953","2.8392505645751953","21840","21840","21840"
"59683","2.665863275527954","2.665863275527954","2.665863275527954","21843","21843","21843"
"59708","2.780421495437622","2.780421495437622","2.780421495437622","21852","21852","21852"
"59713","3.000427722930908","3.000427722930908","3.000427722930908","21854","21854","21854"
"59716","2.6987648010253906","2.6987648010253906","2.6987648010253906","21855","21855","21855"
"59721","2.6126253604888916","2.6126253604888916","2.6126253604888916","21857","21857","21857"
"59730","2.387047052383423","2.387047052383423","2.387047052383423","21860","21860","21860"
"59743","2.2956814765930176","2.2956814765930176","2.2956814765930176","21865","21865","21865"
"59749","2.607473850250244","2.607473850250244","2.607473850250244","21867","21867","21867"
"59760","2.718234062194824","2.718234062194824","2.718234062194824","21871","21871","21871"
"59762","2.7854576110839844","2.7854576110839844","2.7854576110839844","21872","21872","21872"
"59770","2.685971975326538","2.685971975326538","2.685971975326538","21875","21875","21875"
"59781","2.7340328693389893","2.7340328693389893","2.7340328693389893","21879","21879","21879"
"59784","2.7318358421325684","2.7318358421325684","2.7318358421325684","21880","21880","21880"
"59787","2.5919206142425537","2.5919206142425537","2.5919206142425537","21881","21881","21881"
"59792","2.755514144897461","2.755514144897461","2.755514144897461","21883","21883","21883"
"59798","2.6576359272003174","2.6576359272003174","2.6576359272003174","21885","21885","21885"
"59800","2.697185516357422","2.697185516357422","2.697185516357422","21886","21886","21886"
"59806","2.8735127449035645","2.8735127449035645","2.8735127449035645","21888","21888","21888"
"59809","2.663163423538208","2.663163423538208","2.663163423538208","21889","21889","21889"
"59814","2.89090633392334","2.89090633392334","2.89090633392334","21891","21891","21891"
"59817","2.330766201019287","2.330766201019287","2.330766201019287","21892","21892","21892"
"59822","2.746851921081543","2.746851921081543","2.746851921081543","21894","21894","21894"
"59828","2.579692840576172","2.579692840576172","2.579692840576172","21896","21896","21896"
"59830","2.460017204284668","2.460017204284668","2.460017204284668","21897","21897","21897"
"59833","2.584198474884033","2.584198474884033","2.584198474884033","21898","21898","21898"
"59836","2.053270101547241","2.053270101547241","2.053270101547241","21899","21899","21899"
"59839","2.4537363052368164","2.4537363052368164","2.4537363052368164","21900","21900","21900"
"59841","2.8117563724517822","2.8117563724517822","2.8117563724517822","21901","21901","21901"
"59855","2.633625030517578","2.633625030517578","2.633625030517578","21906","21906","21906"
"59858","2.805410385131836","2.805410385131836","2.805410385131836","21907","21907","21907"
"59866","2.886997699737549","2.886997699737549","2.886997699737549","21910","21910","21910"
"59871","3.0038106441497803","3.0038106441497803","3.0038106441497803","21912","21912","21912"
"59877","2.637415885925293","2.637415885925293","2.637415885925293","21914","21914","21914"
"59882","2.7744550704956055","2.7744550704956055","2.7744550704956055","21916","21916","21916"
"59885","2.6742982864379883","2.6742982864379883","2.6742982864379883","21917","21917","21917"
"59888","2.5806498527526855","2.5806498527526855","2.5806498527526855","21918","21918","21918"
"59891","2.646764039993286","2.646764039993286","2.646764039993286","21919","21919","21919"
"59893","2.6633925437927246","2.6633925437927246","2.6633925437927246","21920","21920","21920"
"59899","2.4372334480285645","2.4372334480285645","2.4372334480285645","21922","21922","21922"
"59904","2.7585060596466064","2.7585060596466064","2.7585060596466064","21924","21924","21924"
"59912","2.82962965965271","2.82962965965271","2.82962965965271","21927","21927","21927"
"59921","2.7453150749206543","2.7453150749206543","2.7453150749206543","21930","21930","21930"
"59923","2.528017997741699","2.528017997741699","2.528017997741699","21931","21931","21931"
"59926","2.5876502990722656","2.5876502990722656","2.5876502990722656","21932","21932","21932"
"59931","2.8572871685028076","2.8572871685028076","2.8572871685028076","21934","21934","21934"
"59937","2.533273220062256","2.533273220062256","2.533273220062256","21936","21936","21936"
"59948","2.648691177368164","2.648691177368164","2.648691177368164","21940","21940","21940"
"59964","2.8484857082366943","2.8484857082366943","2.8484857082366943","21946","21946","21946"
"59972","2.718442916870117","2.718442916870117","2.718442916870117","21949","21949","21949"
"59975","3.114999771118164","3.114999771118164","3.114999771118164","21950","21950","21950"
"59981","2.753800868988037","2.753800868988037","2.753800868988037","21952","21952","21952"
"59986","2.570404529571533","2.570404529571533","2.570404529571533","21954","21954","21954"
"59989","2.594947338104248","2.594947338104248","2.594947338104248","21955","21955","21955"
"59991","2.6993370056152344","2.6993370056152344","2.6993370056152344","21956","21956","21956"
"59994","2.7871639728546143","2.7871639728546143","2.7871639728546143","21957","21957","21957"
"59997","2.6892755031585693","2.6892755031585693","2.6892755031585693","21958","21958","21958"
"60005","2.673579692840576","2.673579692840576","2.673579692840576","21961","21961","21961"
"60027","2.6781556606292725","2.6781556606292725","2.6781556606292725","21969","21969","21969"
"60030","2.7378573417663574","2.7378573417663574","2.7378573417663574","21970","21970","21970"
"60032","2.800635814666748","2.800635814666748","2.800635814666748","21971","21971","21971"
"60043","2.773205280303955","2.773205280303955","2.773205280303955","21975","21975","21975"
"60049","2.84519624710083","2.84519624710083","2.84519624710083","21977","21977","21977"
"60062","2.4525885581970215","2.4525885581970215","2.4525885581970215","21982","21982","21982"
"60068","2.598095417022705","2.598095417022705","2.598095417022705","21984","21984","21984"
"60071","2.8272156715393066","2.8272156715393066","2.8272156715393066","21985","21985","21985"
"60076","2.621272087097168","2.621272087097168","2.621272087097168","21987","21987","21987"
"60103","2.655874013900757","2.655874013900757","2.655874013900757","21997","21997","21997"
"60109","2.4598488807678223","2.4598488807678223","2.4598488807678223","21999","21999","21999"
"60117","2.5997796058654785","2.5997796058654785","2.5997796058654785","22002","22002","22002"
"60120","2.6534390449523926","2.6534390449523926","2.6534390449523926","22003","22003","22003"
"60122","2.635321855545044","2.635321855545044","2.635321855545044","22004","22004","22004"
"60125","2.5322189331054688","2.5322189331054688","2.5322189331054688","22005","22005","22005"
"60128","2.7212188243865967","2.7212188243865967","2.7212188243865967","22006","22006","22006"
"60136","2.96174693107605","2.96174693107605","2.96174693107605","22009","22009","22009"
"60139","2.8700506687164307","2.8700506687164307","2.8700506687164307","22010","22010","22010"
"60142","2.696051836013794","2.696051836013794","2.696051836013794","22011","22011","22011"
"60152","2.856779098510742","2.856779098510742","2.856779098510742","22015","22015","22015"
"60155","2.5882880687713623","2.5882880687713623","2.5882880687713623","22016","22016","22016"
"60169","2.7902164459228516","2.7902164459228516","2.7902164459228516","22021","22021","22021"
"60172","2.693044662475586","2.693044662475586","2.693044662475586","22022","22022","22022"
"60174","2.9137930870056152","2.9137930870056152","2.9137930870056152","22023","22023","22023"
"60180","2.8060312271118164","2.8060312271118164","2.8060312271118164","22025","22025","22025"
"60185","2.757861852645874","2.757861852645874","2.757861852645874","22027","22027","22027"
"60193","2.180314302444458","2.180314302444458","2.180314302444458","22030","22030","22030"
"60196","2.6649904251098633","2.6649904251098633","2.6649904251098633","22031","22031","22031"
"60199","2.709477424621582","2.709477424621582","2.709477424621582","22032","22032","22032"
"60218","2.7692694664001465","2.7692694664001465","2.7692694664001465","22039","22039","22039"
"60221","2.702807903289795","2.702807903289795","2.702807903289795","22040","22040","22040"
"60232","2.7821578979492188","2.7821578979492188","2.7821578979492188","22044","22044","22044"
"60240","2.675793170928955","2.675793170928955","2.675793170928955","22047","22047","22047"
"60245","2.77372145652771","2.77372145652771","2.77372145652771","22049","22049","22049"
"60253","2.6901330947875977","2.6901330947875977","2.6901330947875977","22052","22052","22052"
"60256","2.7326231002807617","2.7326231002807617","2.7326231002807617","22053","22053","22053"
"60273","3.046186685562134","3.046186685562134","3.046186685562134","22059","22059","22059"
"60281","2.8517649173736572","2.8517649173736572","2.8517649173736572","22062","22062","22062"
"60283","2.8708369731903076","2.8708369731903076","2.8708369731903076","22063","22063","22063"
"60286","2.529468536376953","2.529468536376953","2.529468536376953","22064","22064","22064"
"60289","2.8302292823791504","2.8302292823791504","2.8302292823791504","22065","22065","22065"
"60303","2.5776405334472656","2.5776405334472656","2.5776405334472656","22070","22070","22070"
"60316","2.311760425567627","2.311760425567627","2.311760425567627","22075","22075","22075"
"60327","2.4868311882019043","2.4868311882019043","2.4868311882019043","22079","22079","22079"
"60330","2.7792954444885254","2.7792954444885254","2.7792954444885254","22080","22080","22080"
"60333","2.8304290771484375","2.8304290771484375","2.8304290771484375","22081","22081","22081"
"60335","2.4486446380615234","2.4486446380615234","2.4486446380615234","22082","22082","22082"
"60338","2.6903247833251953","2.6903247833251953","2.6903247833251953","22083","22083","22083"
"60346","2.8295083045959473","2.8295083045959473","2.8295083045959473","22086","22086","22086"
"60349","2.8265647888183594","2.8265647888183594","2.8265647888183594","22087","22087","22087"
"60352","2.652780532836914","2.652780532836914","2.652780532836914","22088","22088","22088"
"60357","2.7060821056365967","2.7060821056365967","2.7060821056365967","22090","22090","22090"
"60373","2.871826171875","2.871826171875","2.871826171875","22096","22096","22096"
"60395","2.9691755771636963","2.9691755771636963","2.9691755771636963","22104","22104","22104"
"60398","2.518428325653076","2.518428325653076","2.518428325653076","22105","22105","22105"
"60401","2.5230743885040283","2.5230743885040283","2.5230743885040283","22106","22106","22106"
"60404","2.8845410346984863","2.8845410346984863","2.8845410346984863","22107","22107","22107"
"60406","2.7650046348571777","2.7650046348571777","2.7650046348571777","22108","22108","22108"
"60409","3.292551279067993","3.292551279067993","3.292551279067993","22109","22109","22109"
"60420","2.6923961639404297","2.6923961639404297","2.6923961639404297","22113","22113","22113"
"60428","2.6768078804016113","2.6768078804016113","2.6768078804016113","22116","22116","22116"
"60431","2.7869467735290527","2.7869467735290527","2.7869467735290527","22117","22117","22117"
"60436","2.8359198570251465","2.8359198570251465","2.8359198570251465","22119","22119","22119"
"60447","2.7370824813842773","2.7370824813842773","2.7370824813842773","22123","22123","22123"
"60450","2.859549045562744","2.859549045562744","2.859549045562744","22124","22124","22124"
"60458","2.7464189529418945","2.7464189529418945","2.7464189529418945","22127","22127","22127"
"60461","2.5969467163085938","2.5969467163085938","2.5969467163085938","22128","22128","22128"
"60466","2.800152540206909","2.800152540206909","2.800152540206909","22130","22130","22130"
"60472","2.8250608444213867","2.8250608444213867","2.8250608444213867","22132","22132","22132"
"60474","2.805866241455078","2.805866241455078","2.805866241455078","22133","22133","22133"
"60485","2.6697723865509033","2.6697723865509033","2.6697723865509033","22137","22137","22137"
"60488","2.6597580909729004","2.6597580909729004","2.6597580909729004","22138","22138","22138"
"60494","2.6200599670410156","2.6200599670410156","2.6200599670410156","22140","22140","22140"
"60496","2.5985374450683594","2.5985374450683594","2.5985374450683594","22141","22141","22141"
"60504","2.7646617889404297","2.7646617889404297","2.7646617889404297","22144","22144","22144"
"60510","2.807037830352783","2.807037830352783","2.807037830352783","22146","22146","22146"
"60524","2.6992878913879395","2.6992878913879395","2.6992878913879395","22151","22151","22151"
"60526","2.62570858001709","2.62570858001709","2.62570858001709","22152","22152","22152"
"60543","2.668658971786499","2.668658971786499","2.668658971786499","22158","22158","22158"
"60545","2.799532890319824","2.799532890319824","2.799532890319824","22159","22159","22159"
"60548","2.6944985389709473","2.6944985389709473","2.6944985389709473","22160","22160","22160"
"60556","2.2558722496032715","2.2558722496032715","2.2558722496032715","22163","22163","22163"
"60570","2.6073336601257324","2.6073336601257324","2.6073336601257324","22168","22168","22168"
"60573","2.844550609588623","2.844550609588623","2.844550609588623","22169","22169","22169"
"60581","2.2725162506103516","2.2725162506103516","2.2725162506103516","22172","22172","22172"
"60584","2.671642303466797","2.671642303466797","2.671642303466797","22173","22173","22173"
"60589","2.9794089794158936","2.9794089794158936","2.9794089794158936","22175","22175","22175"
"60592","2.683201789855957","2.683201789855957","2.683201789855957","22176","22176","22176"
"60603","3.1424262523651123","3.1424262523651123","3.1424262523651123","22180","22180","22180"
"60605","2.722989797592163","2.722989797592163","2.722989797592163","22181","22181","22181"
"60608","2.8970446586608887","2.8970446586608887","2.8970446586608887","22182","22182","22182"
"60614","2.8046607971191406","2.8046607971191406","2.8046607971191406","22184","22184","22184"
"60627","2.6834073066711426","2.6834073066711426","2.6834073066711426","22189","22189","22189"
"60630","2.516756534576416","2.516756534576416","2.516756534576416","22190","22190","22190"
"60635","2.80741810798645","2.80741810798645","2.80741810798645","22192","22192","22192"
"60638","2.5591506958007812","2.5591506958007812","2.5591506958007812","22193","22193","22193"
"60641","2.9616639614105225","2.9616639614105225","2.9616639614105225","22194","22194","22194"
"60646","2.538778305053711","2.538778305053711","2.538778305053711","22196","22196","22196"
"60655","2.7057673931121826","2.7057673931121826","2.7057673931121826","22199","22199","22199"
"60657","2.818742513656616","2.818742513656616","2.818742513656616","22200","22200","22200"
"60668","2.651989459991455","2.651989459991455","2.651989459991455","22204","22204","22204"
"60671","2.7747631072998047","2.7747631072998047","2.7747631072998047","22205","22205","22205"
"60676","2.7230660915374756","2.7230660915374756","2.7230660915374756","22207","22207","22207"
"60693","2.7657575607299805","2.7657575607299805","2.7657575607299805","22213","22213","22213"
"60698","2.5256218910217285","2.5256218910217285","2.5256218910217285","22215","22215","22215"
"60704","2.7988839149475098","2.7988839149475098","2.7988839149475098","22217","22217","22217"
"60715","2.5862927436828613","2.5862927436828613","2.5862927436828613","22221","22221","22221"
"60717","2.6484107971191406","2.6484107971191406","2.6484107971191406","22222","22222","22222"
"60725","2.7274179458618164","2.7274179458618164","2.7274179458618164","22225","22225","22225"
"60731","2.581145763397217","2.581145763397217","2.581145763397217","22227","22227","22227"
"60734","2.5848004817962646","2.5848004817962646","2.5848004817962646","22228","22228","22228"
"60747","2.776535749435425","2.776535749435425","2.776535749435425","22233","22233","22233"
"60750","2.7266736030578613","2.7266736030578613","2.7266736030578613","22234","22234","22234"
"60755","2.863483190536499","2.863483190536499","2.863483190536499","22236","22236","22236"
"60758","2.7237660884857178","2.7237660884857178","2.7237660884857178","22237","22237","22237"
"60764","2.8821136951446533","2.8821136951446533","2.8821136951446533","22239","22239","22239"
"60769","3.011620283126831","3.011620283126831","3.011620283126831","22241","22241","22241"
"60777","2.7924938201904297","2.7924938201904297","2.7924938201904297","22244","22244","22244"
"60796","2.8889551162719727","2.8889551162719727","2.8889551162719727","22251","22251","22251"
"60807","2.6717376708984375","2.6717376708984375","2.6717376708984375","22255","22255","22255"
"60813","2.7219691276550293","2.7219691276550293","2.7219691276550293","22257","22257","22257"
"60818","2.9694747924804688","2.9694747924804688","2.9694747924804688","22259","22259","22259"
"60832","2.720639705657959","2.720639705657959","2.720639705657959","22264","22264","22264"
"60837","2.379423141479492","2.379423141479492","2.379423141479492","22266","22266","22266"
"60843","2.7942309379577637","2.7942309379577637","2.7942309379577637","22268","22268","22268"
"60851","2.5111937522888184","2.5111937522888184","2.5111937522888184","22271","22271","22271"
"60856","2.854328155517578","2.854328155517578","2.854328155517578","22273","22273","22273"
"60859","2.8434720039367676","2.8434720039367676","2.8434720039367676","22274","22274","22274"
"60865","3.017207622528076","3.017207622528076","3.017207622528076","22276","22276","22276"
"60870","2.67193603515625","2.67193603515625","2.67193603515625","22278","22278","22278"
"60884","2.889315605163574","2.889315605163574","2.889315605163574","22283","22283","22283"
"60886","2.7407820224761963","2.7407820224761963","2.7407820224761963","22284","22284","22284"
"60892","2.626887559890747","2.626887559890747","2.626887559890747","22286","22286","22286"
"60895","2.6775217056274414","2.6775217056274414","2.6775217056274414","22287","22287","22287"
"60897","2.6142826080322266","2.6142826080322266","2.6142826080322266","22288","22288","22288"
"60903","2.657743453979492","2.657743453979492","2.657743453979492","22290","22290","22290"
"60927","2.667966365814209","2.667966365814209","2.667966365814209","22299","22299","22299"
"60930","2.660543918609619","2.660543918609619","2.660543918609619","22300","22300","22300"
"60947","2.627605676651001","2.627605676651001","2.627605676651001","22306","22306","22306"
"60952","2.6368319988250732","2.6368319988250732","2.6368319988250732","22308","22308","22308"
"60960","2.425516366958618","2.425516366958618","2.425516366958618","22311","22311","22311"
"60963","2.9757955074310303","2.9757955074310303","2.9757955074310303","22312","22312","22312"
"60971","2.5769753456115723","2.5769753456115723","2.5769753456115723","22315","22315","22315"
"60974","2.646361827850342","2.646361827850342","2.646361827850342","22316","22316","22316"
"60977","2.6272101402282715","2.6272101402282715","2.6272101402282715","22317","22317","22317"
"60985","2.718657970428467","2.718657970428467","2.718657970428467","22320","22320","22320"
"60990","2.7813987731933594","2.7813987731933594","2.7813987731933594","22322","22322","22322"
"60993","2.617483615875244","2.617483615875244","2.617483615875244","22323","22323","22323"
"61017","2.6199779510498047","2.6199779510498047","2.6199779510498047","22332","22332","22332"
"61023","2.621009588241577","2.621009588241577","2.621009588241577","22334","22334","22334"
"61028","2.6111021041870117","2.6111021041870117","2.6111021041870117","22336","22336","22336"
"61031","2.784130334854126","2.784130334854126","2.784130334854126","22337","22337","22337"
"61037","3.1521522998809814","3.1521522998809814","3.1521522998809814","22339","22339","22339"
"61045","2.797719955444336","2.797719955444336","2.797719955444336","22342","22342","22342"
"61047","2.728531837463379","2.728531837463379","2.728531837463379","22343","22343","22343"
"61050","2.7273125648498535","2.7273125648498535","2.7273125648498535","22344","22344","22344"
"61064","2.6836509704589844","2.6836509704589844","2.6836509704589844","22349","22349","22349"
"61069","2.738865852355957","2.738865852355957","2.738865852355957","22351","22351","22351"
"61083","2.634876251220703","2.634876251220703","2.634876251220703","22356","22356","22356"
"61086","2.7961230278015137","2.7961230278015137","2.7961230278015137","22357","22357","22357"
"61088","2.8116254806518555","2.8116254806518555","2.8116254806518555","22358","22358","22358"
"61091","2.774252414703369","2.774252414703369","2.774252414703369","22359","22359","22359"
"61094","2.7952263355255127","2.7952263355255127","2.7952263355255127","22360","22360","22360"
"61099","2.6586356163024902","2.6586356163024902","2.6586356163024902","22362","22362","22362"
"61105","2.6602060794830322","2.6602060794830322","2.6602060794830322","22364","22364","22364"
"61108","2.654756784439087","2.654756784439087","2.654756784439087","22365","22365","22365"
"61132","2.5299386978149414","2.5299386978149414","2.5299386978149414","22374","22374","22374"
"61143","2.5421218872070312","2.5421218872070312","2.5421218872070312","22378","22378","22378"
"61146","2.644965410232544","2.644965410232544","2.644965410232544","22379","22379","22379"
"61157","3.11865234375","3.11865234375","3.11865234375","22383","22383","22383"
"61165","2.8854153156280518","2.8854153156280518","2.8854153156280518","22386","22386","22386"
"61168","3.144408941268921","3.144408941268921","3.144408941268921","22387","22387","22387"
"61173","2.5386433601379395","2.5386433601379395","2.5386433601379395","22389","22389","22389"
"61176","2.6137826442718506","2.6137826442718506","2.6137826442718506","22390","22390","22390"
"61178","2.654982089996338","2.654982089996338","2.654982089996338","22391","22391","22391"
"61181","2.8889615535736084","2.8889615535736084","2.8889615535736084","22392","22392","22392"
"61184","2.6539998054504395","2.6539998054504395","2.6539998054504395","22393","22393","22393"
"61192","2.7067813873291016","2.7067813873291016","2.7067813873291016","22396","22396","22396"
"61203","2.7619948387145996","2.7619948387145996","2.7619948387145996","22400","22400","22400"
