point_time,SPP_TX,CAISO_NORTH,NEM_SA
2026-01-12 08:10:00+00:00,8.618248,425.01570399999997,796.7797072
2026-01-12 08:15:00+00:00,14.061352,425.01570399999997,796.7797072
2026-01-12 08:20:00+00:00,14.061352,430.9124,796.7797072
2026-01-12 08:25:00+00:00,14.061352,430.9124,796.7797072
2026-01-12 08:30:00+00:00,17.236496,430.9124,809.9792344
2026-01-12 08:35:00+00:00,25.854744,429.551624,809.9792344
2026-01-12 08:40:00+00:00,17.236496,425.01570399999997,488.24642880000005
2026-01-12 08:45:00+00:00,14.061352,425.922888,830.1640784
2026-01-12 08:50:00+00:00,31.297848,425.922888,830.1640784
2026-01-12 08:55:00+00:00,59.420551999999994,425.469296,801.9960151999999
2026-01-12 09:00:00+00:00,58.96696,426.37647999999996,837.104036
2026-01-12 09:05:00+00:00,54.43104,426.830072,832.34132
2026-01-12 09:10:00+00:00,60.781328,426.830072,836.6050848000001
2026-01-12 09:15:00+00:00,56.245408,426.830072,832.34132
2026-01-12 09:20:00+00:00,71.667536,436.35550399999994,840.2338208
2026-01-12 09:25:00+00:00,662.2443199999999,436.35550399999994,853.5240664
2026-01-12 09:30:00+00:00,78.925008,438.62346399999996,816.1480856
2026-01-12 09:35:00+00:00,58.51336799999999,438.62346399999996,816.1480856
2026-01-12 09:40:00+00:00,49.441528,434.994728,816.1480856
2026-01-12 09:45:00+00:00,48.080752000000004,434.994728,816.1480856
2026-01-12 09:50:00+00:00,67.585208,439.98424,816.1480856
2026-01-12 09:55:00+00:00,72.57472,439.98424,816.1480856
2026-01-12 10:00:00+00:00,58.059776,426.37647999999996,816.1480856
2026-01-12 10:05:00+00:00,129.72731199999998,427.737256,816.1480856
2026-01-12 10:10:00+00:00,653.17248,428.190848,816.1480856
2026-01-12 10:15:00+00:00,639.111128,431.36599199999995,816.1480856
2026-01-12 10:20:00+00:00,650.450928,433.18036,816.1480856
2026-01-12 10:25:00+00:00,650.90452,434.087544,820.547928
2026-01-12 10:30:00+00:00,653.17248,433.18036,812.8822231999999
2026-01-12 10:35:00+00:00,646.822192,433.63395199999997,812.8822231999999
2026-01-12 10:40:00+00:00,636.843168,434.087544,812.8822231999999
2026-01-12 10:45:00+00:00,621.874632,431.81958399999996,812.8822231999999
2026-01-12 10:50:00+00:00,625.503368,434.541136,812.8822231999999
2026-01-12 10:55:00+00:00,640.018312,432.726768,812.8822231999999
2026-01-12 11:00:00+00:00,639.56472,432.726768,814.878028
